usuario_id,fecha,variante,dispositivo,gasto_previo_30d,convirtio,monto_compra
U119196,2026-08-10,B,Android,101.38,0,
U119197,2026-08-05,B,Android,50.63,0,
U119198,2026-08-19,B,Android,80.26,1,131.75
U119199,2026-08-20,B,Desktop,153.03,0,
U119200,2026-08-08,B,Desktop,39.61,0,
U119201,2026-08-23,B,Android,135.22,0,
U119202,2026-08-04,A,Android,66.34,0,
U119203,2026-08-10,B,Android,73.85,0,
U119204,2026-08-11,B,Android,26.36,0,
U119205,2026-08-10,A,Desktop,55.64,0,
U119206,2026-08-03,B,Android,65.82,0,
U119207,2026-08-13,B,Desktop,230.95,0,
U119208,2026-08-06,A,Android,237.78,0,
U119209,2026-08-05,B,Android,128.44,0,
U119210,2026-08-14,B,Desktop,150.57,0,
U119211,2026-08-06,B,iOS,144.8,0,
U119212,2026-08-13,A,Desktop,67.76,1,71.21
U119213,2026-08-14,B,iOS,58.51,0,
U119214,2026-08-06,B,Android,39.95,0,
U119215,2026-08-05,A,Desktop,65.78,0,
U119216,2026-08-20,A,Android,90.01,0,
U119217,2026-08-11,A,Android,156.57,0,
U119218,2026-08-04,B,Android,146.18,0,
U119219,2026-08-07,A,iOS,71.89,0,
U119220,2026-08-09,B,Android,236.48,1,139.08
U119221,2026-08-16,B,Android,29.93,0,
U119222,2026-08-22,B,Android,71.05,0,
U119223,2026-08-23,A,Desktop,83.74,0,
U119224,2026-08-07,A,Desktop,84.59,0,
U119225,2026-08-15,A,Android,15.59,0,
U119226,2026-08-15,B,iOS,48.54,0,
U119227,2026-08-19,A,Android,100.47,0,
U119228,2026-08-17,A,Desktop,79.1,0,
U119229,2026-08-07,B,Android,26.47,0,
U119230,2026-08-22,B,Desktop,139.78,0,
U119231,2026-08-22,A,iOS,133.18,0,
U119232,2026-08-19,A,Desktop,41.83,1,48.95
U119233,2026-08-03,B,Desktop,76.69,0,
U119234,2026-08-15,A,Android,80.16,0,
U119235,2026-08-03,B,Android,76.48,0,
U119236,2026-08-22,A,Desktop,30.61,0,
U119237,2026-08-19,B,Android,100.88,0,
U119238,2026-08-12,A,Desktop,235.88,0,
U119239,2026-08-15,A,Android,714.34,0,
U119240,2026-08-17,A,iOS,104.43,0,
U119241,2026-08-23,A,Android,77.72,0,
U119242,2026-08-12,A,Android,56.58,0,
U119243,2026-08-03,B,Android,145.24,0,
U119244,2026-08-22,A,Android,84.27,1,185.9
U119245,2026-08-08,B,iOS,49.9,1,201.07
U119246,2026-08-04,B,Desktop,508.18,0,
U119247,2026-08-09,B,iOS,161.08,0,
U119248,2026-08-18,A,Android,65.11,0,
U119249,2026-08-14,B,Android,117.05,0,
U119250,2026-08-21,A,Desktop,143.96,0,
U119251,2026-08-19,A,Android,218.64,0,
U119252,2026-08-12,B,Android,40.27,0,
U119253,2026-08-03,A,Android,66.91,0,
U119254,2026-08-21,A,Android,73.12,0,
U119255,2026-08-03,A,Android,157.83,0,
U119256,2026-08-07,A,Desktop,30.5,0,
U119257,2026-08-06,B,Android,55.64,0,
U119258,2026-08-22,A,Android,202.84,0,
U119259,2026-08-23,A,Android,73.5,0,
U119260,2026-08-10,A,iOS,115.64,0,
U119261,2026-08-11,B,Android,56.84,0,
U119262,2026-08-17,B,iOS,116.36,1,121.99
U119263,2026-08-23,B,Android,33.8,0,
U119264,2026-08-10,A,iOS,102.69,0,
U119265,2026-08-05,B,Android,117.45,1,135.64
U119266,2026-08-22,B,iOS,71.65,0,
U119267,2026-08-11,A,Android,88.92,0,
U119268,2026-08-18,B,iOS,41.45,0,
U119269,2026-08-03,B,Desktop,54.61,0,
U119270,2026-08-20,B,Android,71.69,0,
U119271,2026-08-19,A,Android,38.71,0,
U119272,2026-08-18,A,Android,88.6,1,132.45
U119273,2026-08-10,B,iOS,116.03,0,
U119274,2026-08-08,A,Android,83.93,1,53.71
U119275,2026-08-19,A,Android,85.02,0,
U119276,2026-08-18,B,Android,112.35,0,
U119277,2026-08-20,B,iOS,129.36,0,
U119278,2026-08-19,B,Android,22.82,0,
U119279,2026-08-09,A,Android,60.84,0,
U119280,2026-08-12,B,Desktop,250.66,0,
U119281,2026-08-15,B,Android,14.81,0,
U119282,2026-08-06,A,Android,35.57,0,
U119283,2026-08-16,B,Android,65.13,0,
U119284,2026-08-22,A,Desktop,137.75,0,
U119285,2026-08-21,B,Android,121.92,0,
U119286,2026-08-09,B,iOS,158.94,0,
U119287,2026-08-12,A,iOS,72.12,0,
U119288,2026-08-20,B,Android,220.57,0,
U119289,2026-08-11,A,Android,67.99,0,
U119290,2026-08-08,A,Desktop,266.55,0,
U119291,2026-08-05,B,iOS,28.93,0,
U119292,2026-08-16,B,Android,107.45,1,131.68
U119293,2026-08-11,B,iOS,81.42,0,
U119294,2026-08-18,A,Desktop,155.54,0,
U119295,2026-08-18,B,Desktop,390.25,0,
U119296,2026-08-11,A,Desktop,117.21,0,
U119297,2026-08-15,A,iOS,98.52,0,
U119298,2026-08-14,A,Android,47.15,0,
U119299,2026-08-11,B,Desktop,108.66,0,
U119300,2026-08-23,A,Desktop,86.92,0,
U119301,2026-08-13,B,Android,161.82,0,
U119302,2026-08-11,A,Android,166.17,0,
U119303,2026-08-14,B,iOS,45.96,0,
U119304,2026-08-11,A,Desktop,42.97,0,
U119305,2026-08-03,A,Android,74.76,0,
U119306,2026-08-13,A,Desktop,46.36,1,168.73
U119307,2026-08-23,B,Android,33.17,1,159.27
U119308,2026-08-23,B,Desktop,48.83,0,
U119309,2026-08-12,B,iOS,227.0,0,
U119310,2026-08-05,A,Android,154.36,0,
U119311,2026-08-08,B,Android,90.06,0,
U119312,2026-08-18,B,Android,99.67,0,
U119313,2026-08-10,A,iOS,20.72,0,
U119314,2026-08-19,A,Desktop,139.96,0,
U119315,2026-08-16,A,Android,103.92,0,
U119316,2026-08-19,B,Android,592.21,0,
U119317,2026-08-21,B,Android,60.44,0,
U119318,2026-08-20,A,Android,195.08,1,197.56
U119319,2026-08-11,B,Android,107.29,0,
U119320,2026-08-18,B,iOS,163.72,0,
U119321,2026-08-19,A,Desktop,19.8,0,
U119322,2026-08-09,B,iOS,1227.28,0,
U119323,2026-08-18,B,Android,357.46,0,
U119324,2026-08-17,B,Desktop,49.83,0,
U119325,2026-08-12,B,Android,76.78,0,
U119326,2026-08-21,B,Desktop,104.33,0,
U119327,2026-08-19,A,iOS,175.44,0,
U119328,2026-08-22,A,Android,383.21,0,
U119329,2026-08-19,B,Android,38.31,0,
U119330,2026-08-19,B,Android,270.75,0,
U119331,2026-08-07,B,Desktop,24.33,0,
U119332,2026-08-18,B,iOS,28.03,0,
U119333,2026-08-23,B,Desktop,33.92,0,
U119334,2026-08-22,A,Desktop,172.21,0,
U119335,2026-08-03,B,Android,148.39,0,
U119336,2026-08-10,A,Android,203.45,0,
U119337,2026-08-15,A,Android,271.95,0,
U119338,2026-08-10,A,Android,607.41,0,
U119339,2026-08-23,A,Android,40.27,0,
U119340,2026-08-09,A,iOS,37.44,0,
U119341,2026-08-17,A,Android,125.26,0,
U119342,2026-08-19,A,Android,171.84,0,
U119343,2026-08-04,A,Android,69.48,0,
U119344,2026-08-14,B,Android,64.7,0,
U119345,2026-08-05,B,iOS,289.55,0,
U119346,2026-08-19,A,iOS,108.88,0,
U119347,2026-08-10,A,Android,51.83,0,
U119348,2026-08-23,B,Desktop,101.08,0,
U119349,2026-08-07,B,Desktop,49.05,0,
U119350,2026-08-23,B,Desktop,240.45,1,113.38
U119351,2026-08-16,A,Android,105.29,0,
U119352,2026-08-03,A,Desktop,354.49,0,
U119353,2026-08-14,A,Desktop,45.9,0,
U119354,2026-08-04,A,iOS,78.23,0,
U119355,2026-08-15,A,iOS,29.18,0,
U119356,2026-08-07,B,Desktop,152.14,0,
U119357,2026-08-17,B,iOS,45.78,0,
U119358,2026-08-12,A,Android,155.81,0,
U119359,2026-08-12,B,Desktop,75.92,0,
U119360,2026-08-16,B,Desktop,49.94,0,
U119361,2026-08-05,B,Android,178.39,0,
U119362,2026-08-10,B,Android,222.54,0,
U119363,2026-08-03,A,Android,72.48,0,
U119364,2026-08-04,A,Desktop,45.0,0,
U119365,2026-08-15,B,iOS,107.77,0,
U119366,2026-08-22,A,Android,85.45,0,
U119367,2026-08-22,A,Android,154.96,0,
U119368,2026-08-13,A,Desktop,90.53,1,163.11
U119369,2026-08-07,A,Android,176.99,0,
U119370,2026-08-09,B,Desktop,181.71,0,
U119371,2026-08-22,B,Android,178.6,0,
U119372,2026-08-23,B,Android,155.36,0,
U119373,2026-08-07,A,Android,82.35,0,
U119374,2026-08-05,B,Desktop,154.03,0,
U119375,2026-08-14,B,Android,98.29,0,
U119376,2026-08-12,B,Android,35.38,0,
U119377,2026-08-04,A,iOS,155.16,0,
U119378,2026-08-10,A,Desktop,399.86,0,
U119379,2026-08-23,A,Android,24.72,0,
U119380,2026-08-12,B,Android,75.61,0,
U119381,2026-08-04,A,Android,245.32,0,
U119382,2026-08-22,A,iOS,82.13,0,
U119383,2026-08-05,A,Android,61.27,0,
U119384,2026-08-12,B,Desktop,52.96,1,180.46
U119385,2026-08-15,A,Android,123.98,0,
U119386,2026-08-22,B,Android,96.71,0,
U119387,2026-08-11,B,Android,70.62,0,
U119388,2026-08-12,B,Android,57.21,0,
U119389,2026-08-06,A,Android,88.19,0,
U119390,2026-08-10,A,iOS,72.25,0,
U119391,2026-08-07,B,Android,147.0,0,
U119392,2026-08-09,B,iOS,205.29,0,
U119393,2026-08-10,A,Android,317.92,0,
U119394,2026-08-20,A,Android,91.36,0,
U119395,2026-08-23,B,Desktop,66.2,0,
U119396,2026-08-03,B,Desktop,19.99,0,
U119397,2026-08-22,A,iOS,102.24,0,
U119398,2026-08-23,A,Android,82.86,0,
U119399,2026-08-17,A,iOS,103.15,0,
U119400,2026-08-04,A,Android,97.8,0,
U119401,2026-08-22,A,Android,40.7,0,
U119402,2026-08-14,A,Android,98.75,0,
U119403,2026-08-06,B,Desktop,77.97,0,
U119404,2026-08-03,B,Android,109.97,0,
U119405,2026-08-13,B,Desktop,360.44,0,
U119406,2026-08-22,A,Desktop,75.82,0,
U119407,2026-08-15,A,Desktop,136.16,0,
U119408,2026-08-20,A,Android,74.33,0,
U119409,2026-08-07,A,Desktop,150.93,1,153.5
U119410,2026-08-11,A,iOS,265.53,0,
U119411,2026-08-21,A,Android,115.32,0,
U119412,2026-08-16,A,Android,104.41,0,
U119413,2026-08-10,A,Desktop,260.85,1,212.42
U119414,2026-08-06,B,Android,137.49,0,
U119415,2026-08-07,A,Android,175.51,0,
U119416,2026-08-04,B,Desktop,56.21,0,
U119417,2026-08-07,A,iOS,91.22,1,185.51
U119418,2026-08-21,B,iOS,154.32,0,
U119419,2026-08-10,B,Android,138.19,0,
U119420,2026-08-04,B,Android,47.7,0,
U119421,2026-08-10,B,Desktop,107.42,0,
U119422,2026-08-07,B,Android,56.75,0,
U119423,2026-08-21,B,Desktop,88.05,0,
U119424,2026-08-09,B,iOS,106.62,0,
U119425,2026-08-16,B,Android,70.54,0,
U119426,2026-08-20,A,Android,24.05,0,
U119427,2026-08-07,A,Android,20.83,0,
U119428,2026-08-17,A,Desktop,120.45,0,
U119429,2026-08-17,B,Android,341.27,0,
U119430,2026-08-03,A,Desktop,296.81,0,
U119431,2026-08-16,A,Android,72.09,0,
U119432,2026-08-20,B,Desktop,94.66,0,
U119433,2026-08-07,A,Desktop,112.59,0,
U119434,2026-08-18,B,Desktop,81.25,0,
U119435,2026-08-18,A,iOS,77.44,0,
U119436,2026-08-23,A,Android,299.08,0,
U119437,2026-08-04,A,Android,346.58,0,
U119438,2026-08-17,A,Android,35.46,0,
U119439,2026-08-10,B,Android,33.98,0,
U119440,2026-08-20,B,Android,51.44,0,
U119441,2026-08-14,A,Android,33.66,0,
U119442,2026-08-21,A,iOS,58.58,0,
U119443,2026-08-14,B,iOS,148.5,0,
U119444,2026-08-19,B,iOS,114.65,0,
U119445,2026-08-15,A,iOS,66.62,0,
U119446,2026-08-21,B,Desktop,143.59,0,
U119447,2026-08-20,B,iOS,33.67,1,126.93
U119448,2026-08-05,B,Android,146.69,0,
U119449,2026-08-05,A,Android,71.35,0,
U119450,2026-08-12,B,Desktop,215.71,0,
U119451,2026-08-23,B,Desktop,180.53,0,
U119452,2026-08-06,B,Android,115.4,0,
U119453,2026-08-04,B,Desktop,229.25,0,
U119454,2026-08-03,A,Android,108.59,0,
U119455,2026-08-14,B,Android,120.91,0,
U119456,2026-08-14,A,Desktop,90.55,0,
U119457,2026-08-09,A,Android,301.98,1,63.88
U119458,2026-08-10,B,Android,55.99,0,
U119459,2026-08-05,B,Android,47.88,0,
U119460,2026-08-16,A,iOS,262.49,0,
U119461,2026-08-15,B,Desktop,128.29,0,
U119462,2026-08-09,B,Android,57.37,0,
U119463,2026-08-13,A,Desktop,164.44,0,
U119464,2026-08-08,B,Desktop,808.34,1,298.08
U119465,2026-08-12,B,Android,46.42,1,278.15
U119466,2026-08-09,A,Android,373.05,0,
U119467,2026-08-08,B,iOS,35.5,0,
U119468,2026-08-15,A,Android,158.72,0,
U119469,2026-08-06,B,Android,159.67,0,
U119470,2026-08-20,A,Android,197.12,1,77.4
U119471,2026-08-12,A,Desktop,47.78,0,
U119472,2026-08-11,B,Android,70.92,0,
U119473,2026-08-20,A,Android,84.63,0,
U119474,2026-08-04,A,Android,202.38,0,
U119475,2026-08-17,B,Desktop,167.27,0,
U119476,2026-08-09,A,Desktop,50.58,1,131.59
U119477,2026-08-22,B,Android,72.89,0,
U119478,2026-08-21,B,Android,208.35,0,
U119479,2026-08-17,A,iOS,96.63,0,
U119480,2026-08-20,A,Desktop,46.9,0,
U119481,2026-08-20,B,iOS,163.56,0,
U119482,2026-08-20,B,Desktop,68.52,0,
U119483,2026-08-21,B,Android,130.63,0,
U119484,2026-08-11,B,Android,63.22,0,
U119485,2026-08-13,B,Android,45.2,0,
U119486,2026-08-08,B,Android,71.24,0,
U119487,2026-08-08,B,Android,39.73,0,
U119488,2026-08-19,A,Android,26.37,0,
U119489,2026-08-15,B,iOS,168.05,0,
U119490,2026-08-16,A,iOS,360.98,0,
U119491,2026-08-07,A,Android,112.99,0,
U119492,2026-08-06,A,iOS,48.15,0,
U119493,2026-08-15,A,Android,88.23,0,
U119494,2026-08-18,A,Desktop,91.21,0,
U119495,2026-08-11,B,Android,55.81,0,
U119496,2026-08-19,B,Android,77.92,0,
U119497,2026-08-07,A,Android,93.45,0,
U119498,2026-08-12,A,Android,118.48,0,
U119499,2026-08-10,A,Desktop,180.34,0,
U119500,2026-08-06,A,Android,35.97,0,
U119501,2026-08-15,A,iOS,67.01,0,
U119502,2026-08-17,B,Desktop,154.16,0,
U119503,2026-08-07,A,Desktop,143.42,0,
U119504,2026-08-22,A,Desktop,175.36,0,
U119505,2026-08-05,A,Android,78.9,0,
U119506,2026-08-09,A,Android,41.37,0,
U119507,2026-08-23,A,Android,74.73,0,
U119508,2026-08-03,B,Android,38.47,0,
U119509,2026-08-17,B,Android,119.86,0,
U119510,2026-08-06,B,Android,97.46,0,
U119511,2026-08-11,A,Desktop,287.09,0,
U119512,2026-08-16,A,Desktop,288.45,0,
U119513,2026-08-08,A,Android,226.06,0,
U119514,2026-08-04,B,Android,201.4,0,
U119515,2026-08-19,B,Android,128.47,0,
U119516,2026-08-10,A,Android,108.64,0,
U119517,2026-08-22,A,Android,223.1,0,
U119518,2026-08-20,A,iOS,68.81,1,86.44
U119519,2026-08-19,A,Android,283.58,0,
U119520,2026-08-11,A,Android,143.4,0,
U119521,2026-08-17,A,iOS,84.8,0,
U119522,2026-08-04,B,Android,150.0,0,
U119523,2026-08-21,B,Android,61.19,0,
U119524,2026-08-19,B,Desktop,43.24,0,
U119525,2026-08-11,A,Desktop,10.21,0,
U119526,2026-08-06,B,Desktop,115.31,0,
U119527,2026-08-13,A,iOS,66.67,0,
U119528,2026-08-09,B,Android,95.45,0,
U119529,2026-08-17,B,Android,76.67,0,
U119530,2026-08-10,A,Desktop,39.09,0,
U119531,2026-08-06,B,iOS,47.02,0,
U119532,2026-08-12,B,Android,47.45,0,
U119533,2026-08-19,B,Android,81.62,0,
U119534,2026-08-05,A,Android,203.03,0,
U119535,2026-08-18,A,Desktop,41.61,0,
U119536,2026-08-16,A,Android,116.27,0,
U119537,2026-08-17,A,Android,21.02,0,
U119538,2026-08-15,A,Android,77.19,0,
U119539,2026-08-03,B,Android,246.59,0,
U119540,2026-08-06,A,Desktop,173.22,0,
U119541,2026-08-15,B,Desktop,73.48,0,
U119542,2026-08-17,B,Desktop,75.09,0,
U119543,2026-08-06,A,Android,96.06,0,
U119544,2026-08-07,B,Android,72.78,0,
U119545,2026-08-08,A,Android,94.42,0,
U119546,2026-08-06,B,Android,305.38,0,
U119547,2026-08-19,A,Android,135.23,0,
U119548,2026-08-09,B,Android,77.15,1,84.81
U119549,2026-08-08,B,Android,16.33,0,
U119550,2026-08-23,A,Android,93.07,0,
U119551,2026-08-10,B,Desktop,178.23,0,
U119552,2026-08-03,B,Desktop,39.36,0,
U119553,2026-08-07,A,Android,32.4,0,
U119554,2026-08-07,B,Android,192.87,0,
U119555,2026-08-10,A,Desktop,511.61,0,
U119556,2026-08-04,A,Android,107.6,0,
U119557,2026-08-13,B,Android,89.51,0,
U119558,2026-08-19,B,Android,159.23,0,
U119559,2026-08-08,B,Android,144.04,1,59.63
U119560,2026-08-19,A,Desktop,44.68,0,
U119561,2026-08-23,A,Android,195.92,0,
U119562,2026-08-07,B,iOS,110.51,0,
U119563,2026-08-09,A,Desktop,227.91,0,
U119564,2026-08-16,B,Android,203.17,0,
U119565,2026-08-23,A,Android,73.28,0,
U119566,2026-08-12,A,iOS,98.57,0,
U119567,2026-08-11,A,iOS,133.26,0,
U119568,2026-08-21,A,Desktop,54.04,0,
U119569,2026-08-16,B,Android,64.72,0,
U119570,2026-08-18,B,Android,79.54,0,
U119571,2026-08-15,A,Android,54.59,0,
U119572,2026-08-22,A,Android,133.75,0,
U119573,2026-08-08,A,Desktop,118.55,1,338.56
U119574,2026-08-18,B,Android,139.99,0,
U119575,2026-08-07,B,Android,95.7,0,
U119576,2026-08-09,A,Android,480.93,0,
U119577,2026-08-14,A,Desktop,40.76,0,
U119578,2026-08-23,B,Android,72.13,0,
U119579,2026-08-13,A,Android,56.09,0,
U119580,2026-08-19,A,Android,33.47,0,
U119581,2026-08-20,A,iOS,97.72,0,
U119582,2026-08-18,B,Android,23.02,0,
U119583,2026-08-11,A,Desktop,59.9,0,
U119584,2026-08-17,B,Android,157.35,0,
U119585,2026-08-12,B,iOS,219.35,0,
U119586,2026-08-17,B,iOS,62.69,0,
U119587,2026-08-10,A,Desktop,116.11,0,
U119588,2026-08-06,A,Android,58.06,1,195.53
U119589,2026-08-07,A,Desktop,25.76,0,
U119590,2026-08-04,A,iOS,45.13,0,
U119591,2026-08-18,B,Android,85.35,0,
U119592,2026-08-03,A,Android,117.57,0,
U119593,2026-08-19,B,Android,40.79,0,
U119594,2026-08-10,A,iOS,67.31,0,
U119595,2026-08-04,A,Android,79.56,0,
U119596,2026-08-10,A,iOS,99.81,1,121.38
U119597,2026-08-19,B,iOS,70.95,0,
U119598,2026-08-22,B,Desktop,237.2,0,
U119599,2026-08-07,B,Android,185.6,0,
U119600,2026-08-15,A,Android,65.32,0,
U119601,2026-08-21,B,iOS,190.38,0,
U119602,2026-08-13,B,Desktop,37.84,1,122.66
U119603,2026-08-08,B,Android,109.45,0,
U119604,2026-08-17,A,Android,121.07,0,
U119605,2026-08-15,A,iOS,108.63,0,
U119606,2026-08-03,B,Android,79.66,1,73.9
U119607,2026-08-19,B,iOS,27.05,0,
U119608,2026-08-15,B,Desktop,248.95,0,
U119609,2026-08-16,A,iOS,163.92,1,179.3
U119610,2026-08-08,A,Desktop,87.42,0,
U119611,2026-08-04,B,Android,415.51,0,
U119612,2026-08-06,A,Desktop,291.46,0,
U119613,2026-08-04,A,iOS,208.96,0,
U119614,2026-08-12,A,Desktop,188.62,0,
U119615,2026-08-20,B,Desktop,58.79,0,
U119616,2026-08-19,B,Android,30.39,0,
U119617,2026-08-14,B,iOS,165.22,0,
U119618,2026-08-22,B,Android,468.72,1,150.27
U119619,2026-08-15,B,Android,131.52,0,
U119620,2026-08-19,B,Android,213.36,0,
U119621,2026-08-17,B,Android,117.15,1,155.13
U119622,2026-08-22,A,Android,82.37,0,
U119623,2026-08-19,A,Desktop,137.46,0,
U119624,2026-08-17,A,Desktop,81.23,0,
U119625,2026-08-14,A,Android,67.74,1,291.88
U119626,2026-08-22,B,Android,225.48,0,
U119627,2026-08-09,A,Android,100.95,0,
U119628,2026-08-23,A,Android,61.85,0,
U119629,2026-08-19,B,Android,153.08,0,
U119630,2026-08-14,A,Android,127.11,0,
U119631,2026-08-06,A,Desktop,15.32,0,
U119632,2026-08-20,B,Android,92.32,0,
U119633,2026-08-15,B,Android,121.38,0,
U119634,2026-08-07,B,Android,577.77,0,
U119635,2026-08-18,B,Android,50.08,0,
U119636,2026-08-08,B,iOS,66.09,0,
U119637,2026-08-19,A,Desktop,111.54,0,
U119638,2026-08-13,B,Android,75.04,0,
U119639,2026-08-04,B,Desktop,176.56,1,293.47
U119640,2026-08-06,B,Desktop,91.85,0,
U119641,2026-08-17,B,Android,478.41,0,
U119642,2026-08-09,A,iOS,211.48,0,
U119643,2026-08-19,A,Android,262.12,0,
U119644,2026-08-03,A,iOS,53.84,0,
U119645,2026-08-07,A,Desktop,143.15,0,
U119646,2026-08-13,B,Desktop,479.79,0,
U119647,2026-08-23,A,Android,71.69,0,
U119648,2026-08-09,B,iOS,212.71,0,
U119649,2026-08-13,A,Android,689.65,0,
U119650,2026-08-22,A,Android,64.42,0,
U119651,2026-08-21,A,Android,74.69,0,
U119652,2026-08-13,B,Android,190.93,0,
U119653,2026-08-10,A,Desktop,75.5,0,
U119654,2026-08-15,A,Android,113.73,0,
U119655,2026-08-08,A,Android,83.72,0,
U119656,2026-08-22,A,Android,99.86,0,
U119657,2026-08-03,B,Android,202.23,0,
U119658,2026-08-11,B,Desktop,62.99,0,
U119659,2026-08-18,B,Android,151.2,0,
U119660,2026-08-06,B,Desktop,103.55,0,
U119661,2026-08-10,B,iOS,73.01,0,
U119662,2026-08-04,A,Desktop,185.1,0,
U119663,2026-08-15,A,Desktop,53.02,0,
U119664,2026-08-11,A,Android,142.88,0,
U119665,2026-08-19,A,Android,47.11,0,
U119666,2026-08-18,B,Android,60.68,0,
U119667,2026-08-13,B,iOS,109.49,0,
U119668,2026-08-07,B,Desktop,84.79,0,
U119669,2026-08-19,A,Android,61.81,0,
U119670,2026-08-23,B,iOS,30.91,0,
U119671,2026-08-07,B,Desktop,70.22,0,
U119672,2026-08-12,B,Android,140.65,0,
U119673,2026-08-06,A,Android,212.51,0,
U119674,2026-08-17,A,Android,65.68,0,
U119675,2026-08-13,A,Android,387.51,0,
U119676,2026-08-04,A,Android,448.63,0,
U119677,2026-08-16,A,Desktop,91.66,0,
U119678,2026-08-06,B,Desktop,342.47,0,
U119679,2026-08-03,A,iOS,138.53,0,
U119680,2026-08-13,A,Android,65.39,0,
U119681,2026-08-03,A,Android,47.66,0,
U119682,2026-08-09,A,Android,114.84,0,
U119683,2026-08-04,B,Android,63.75,0,
U119684,2026-08-15,B,Android,231.99,0,
U119685,2026-08-13,A,Android,98.01,1,136.44
U119686,2026-08-23,A,Android,77.6,1,123.06
U119687,2026-08-07,A,Android,165.97,0,
U119688,2026-08-07,A,Android,89.64,0,
U119689,2026-08-13,A,Desktop,75.95,0,
U119690,2026-08-23,B,Desktop,146.68,1,93.06
U119691,2026-08-04,A,Android,258.72,0,
U119692,2026-08-03,B,Android,174.23,0,
U119693,2026-08-03,B,Android,62.13,0,
U119694,2026-08-06,A,Android,217.31,0,
U119695,2026-08-04,A,Android,58.62,0,
U119696,2026-08-19,B,Desktop,46.7,1,69.91
U119697,2026-08-03,B,Android,122.72,0,
U119698,2026-08-17,B,Android,47.24,0,
U119699,2026-08-21,B,Android,76.91,0,
U119700,2026-08-12,A,Android,44.46,0,
U119701,2026-08-11,B,Android,68.23,0,
U119702,2026-08-11,B,Android,129.18,0,
U119703,2026-08-19,A,Android,279.21,1,200.2
U119704,2026-08-22,A,Android,122.28,0,
U119705,2026-08-20,A,Android,228.82,0,
U119706,2026-08-10,A,Desktop,111.58,0,
U119707,2026-08-07,B,Android,192.2,0,
U119708,2026-08-11,B,iOS,49.14,0,
U119709,2026-08-04,B,Android,56.31,0,
U119710,2026-08-16,B,Android,224.17,0,
U119711,2026-08-23,A,Android,121.4,0,
U119712,2026-08-11,B,Desktop,169.24,0,
U119713,2026-08-19,B,Android,64.14,0,
U119714,2026-08-07,A,Desktop,100.06,1,212.72
U119715,2026-08-04,A,iOS,63.48,0,
U119716,2026-08-12,B,Desktop,138.61,0,
U119717,2026-08-14,B,Desktop,113.44,0,
U119718,2026-08-18,A,iOS,120.56,0,
U119719,2026-08-22,A,Android,124.02,0,
U119720,2026-08-06,A,Desktop,109.47,0,
U119721,2026-08-17,A,iOS,45.86,0,
U119722,2026-08-21,A,Desktop,80.65,0,
U119723,2026-08-15,A,Android,136.89,0,
U119724,2026-08-22,A,Desktop,184.14,0,
U119725,2026-08-18,A,iOS,98.11,0,
U119726,2026-08-16,A,Android,338.04,0,
U119727,2026-08-17,B,Android,177.32,0,
U119728,2026-08-18,A,Android,67.39,0,
U119729,2026-08-11,A,Android,128.36,0,
U119730,2026-08-22,B,Desktop,208.28,0,
U119731,2026-08-23,A,Android,238.3,0,
U119732,2026-08-06,A,iOS,116.5,1,171.81
U119733,2026-08-12,A,Android,59.5,0,
U119734,2026-08-11,A,Android,84.94,0,
U119735,2026-08-16,A,Android,127.53,0,
U119736,2026-08-14,A,Desktop,94.14,0,
U119737,2026-08-05,B,iOS,119.24,0,
U119738,2026-08-07,B,Desktop,107.21,0,
U119739,2026-08-16,A,Android,93.83,0,
U119740,2026-08-10,A,Desktop,117.57,0,
U119741,2026-08-20,A,Android,57.62,0,
U119742,2026-08-07,B,Android,187.73,0,
U119743,2026-08-04,A,Desktop,143.47,0,
U119744,2026-08-03,A,Desktop,188.0,0,
U119745,2026-08-12,B,Desktop,91.04,0,
U119746,2026-08-20,A,Desktop,130.85,0,
U119747,2026-08-14,B,Desktop,74.42,0,
U119748,2026-08-12,B,Android,50.63,0,
U119749,2026-08-05,B,Android,127.08,1,80.39
U119750,2026-08-09,A,Desktop,94.81,0,
U119751,2026-08-22,B,iOS,83.31,0,
U119752,2026-08-23,B,Android,131.45,0,
U119753,2026-08-11,B,iOS,92.78,0,
U119754,2026-08-15,A,Desktop,191.97,1,83.62
U119755,2026-08-14,B,Android,151.38,0,
U119756,2026-08-15,A,Desktop,68.96,0,
U119757,2026-08-22,B,Android,144.06,0,
U119758,2026-08-04,B,Desktop,275.6,0,
U119759,2026-08-06,A,Desktop,291.3,0,
U119760,2026-08-08,A,iOS,186.31,0,
U119761,2026-08-10,A,iOS,50.02,1,127.23
U119762,2026-08-17,B,iOS,102.55,0,
U119763,2026-08-23,A,Android,225.21,0,
U119764,2026-08-10,B,Desktop,139.42,0,
U119765,2026-08-05,A,Android,33.7,0,
U119766,2026-08-07,A,Android,186.39,0,
U119767,2026-08-08,B,Desktop,64.39,0,
U119768,2026-08-23,B,Android,100.24,1,159.28
U119769,2026-08-07,B,Desktop,199.03,0,
U119770,2026-08-09,A,iOS,158.38,0,
U119771,2026-08-23,B,Desktop,97.63,0,
U119772,2026-08-13,A,iOS,40.02,0,
U119773,2026-08-07,A,Android,173.3,0,
U119774,2026-08-09,B,Desktop,126.53,0,
U119775,2026-08-14,A,Desktop,111.3,0,
U119776,2026-08-08,A,Android,21.91,1,63.01
