transaccion_id,tipo_operacion,version_api,datacenter,hora,franja,latencia_ms,error,satisfaccion
T511268,Recarga celular,v1,Arequipa,12,Normal,227.5,0,5.0
T511269,Recarga celular,v2,Arequipa,12,Normal,177.9,0,4.0
T511270,Pago QR,v1,Lima,12,Normal,140.0,0,5.0
T511271,Pago QR,v2,Trujillo,13,Normal,409.7,0,3.0
T511272,Consulta de saldo,v2,Arequipa,8,Pico,150.6,0,5.0
T511273,Consulta de saldo,v1,Lima,11,Normal,84.2,0,5.0
T511274,Transferencia,v1,Arequipa,0,Normal,542.2,0,2.0
T511275,Consulta de saldo,v2,Arequipa,16,Normal,61.3,0,5.0
T511276,Pago QR,v1,Lima,8,Pico,352.2,0,4.0
T511277,Pago QR,v2,Lima,19,Pico,246.7,0,4.0
T511278,Transferencia,v2,Lima,3,Normal,221.3,0,4.0
T511279,Recarga celular,v2,Lima,3,Normal,127.9,0,4.0
T511280,Transferencia,v2,Arequipa,1,Normal,377.0,0,5.0
T511281,Recarga celular,v2,Arequipa,11,Normal,120.0,0,5.0
T511282,Pago de servicios,v2,Lima,20,Pico,497.2,0,4.0
T511283,Pago de servicios,v2,Trujillo,5,Normal,222.8,0,3.0
T511284,Transferencia,v2,Arequipa,10,Pico,243.8,0,4.0
T511285,Transferencia,v1,Arequipa,14,Normal,731.7,0,1.0
T511286,Pago de servicios,v1,Trujillo,6,Normal,249.3,0,5.0
T511287,Transferencia,v1,Lima,21,Pico,304.6,0,5.0
T511288,Pago QR,v2,Lima,13,Normal,266.0,0,5.0
T511289,Consulta de saldo,v2,Trujillo,10,Pico,144.8,0,4.0
T511290,Recarga celular,v1,Lima,20,Pico,520.8,0,5.0
T511291,Recarga celular,v1,Lima,14,Normal,111.6,0,5.0
T511292,Recarga celular,v1,Lima,14,Normal,93.8,0,5.0
T511293,Transferencia,v2,Trujillo,5,Normal,357.5,0,3.0
T511294,Pago QR,v1,Arequipa,11,Normal,233.5,0,5.0
T511295,Pago de servicios,v1,Lima,2,Normal,480.1,0,4.0
T511296,Consulta de saldo,v1,Trujillo,20,Pico,157.2,0,5.0
T511297,Pago QR,v1,Lima,13,Normal,135.4,0,3.0
T511298,Transferencia,v1,Trujillo,10,Pico,324.3,0,5.0
T511299,Pago QR,v1,Lima,2,Normal,263.2,0,4.0
T511300,Consulta de saldo,v2,Arequipa,5,Normal,104.5,0,4.0
T511301,Consulta de saldo,v1,Lima,13,Normal,69.7,0,4.0
T511302,Recarga celular,v2,Arequipa,18,Pico,492.4,0,4.0
T511303,Transferencia,v1,Trujillo,0,Normal,75.8,0,4.0
T511304,Consulta de saldo,v1,Arequipa,12,Normal,70.9,0,5.0
T511305,Transferencia,v1,Arequipa,1,Normal,265.9,0,4.0
T511306,Consulta de saldo,v1,Lima,21,Pico,130.1,0,4.0
T511307,Pago QR,v2,Lima,4,Normal,146.6,0,5.0
T511308,Recarga celular,v2,Arequipa,6,Normal,228.9,0,4.0
T511309,Transferencia,v1,Arequipa,1,Normal,489.2,0,4.0
T511310,Consulta de saldo,v1,Arequipa,15,Normal,135.1,0,4.0
T511311,Consulta de saldo,v1,Trujillo,17,Normal,81.1,0,4.0
T511312,Pago QR,v2,Lima,5,Normal,128.6,0,3.0
T511313,Pago QR,v2,Lima,5,Normal,122.3,0,5.0
T511314,Transferencia,v2,Trujillo,18,Pico,251.1,0,4.0
T511315,Pago QR,v2,Arequipa,12,Normal,131.3,0,5.0
T511316,Pago QR,v2,Arequipa,4,Normal,236.9,0,5.0
T511317,Consulta de saldo,v1,Lima,8,Pico,84.9,0,5.0
T511318,Consulta de saldo,v2,Lima,10,Pico,132.8,0,3.0
T511319,Transferencia,v1,Lima,7,Normal,309.7,0,4.0
T511320,Consulta de saldo,v2,Trujillo,11,Normal,74.2,0,5.0
T511321,Transferencia,v1,Lima,16,Normal,310.3,0,
T511322,Pago QR,v1,Lima,6,Normal,222.6,0,5.0
T511323,Pago QR,v2,Lima,11,Normal,505.2,0,
T511324,Pago QR,v1,Lima,17,Normal,166.7,0,4.0
T511325,Consulta de saldo,v1,Trujillo,13,Normal,207.3,0,5.0
T511326,Pago QR,v2,Arequipa,10,Pico,226.8,0,3.0
T511327,Pago QR,v2,Lima,15,Normal,154.9,0,4.0
T511328,Consulta de saldo,v1,Lima,19,Pico,134.7,0,4.0
T511329,Pago QR,v1,Arequipa,9,Pico,543.9,0,3.0
T511330,Pago QR,v1,Arequipa,13,Normal,192.0,0,4.0
T511331,Transferencia,v2,Trujillo,18,Pico,191.2,0,4.0
T511332,Pago de servicios,v1,Trujillo,7,Normal,260.8,0,5.0
T511333,Pago de servicios,v2,Arequipa,18,Pico,390.2,0,4.0
T511334,Consulta de saldo,v1,Lima,3,Normal,94.4,0,5.0
T511335,Pago de servicios,v1,Lima,10,Pico,314.6,0,5.0
T511336,Pago de servicios,v2,Trujillo,0,Normal,565.8,0,4.0
T511337,Pago QR,v1,Trujillo,16,Normal,182.6,0,3.0
T511338,Pago QR,v2,Lima,9,Pico,166.4,0,3.0
T511339,Recarga celular,v2,Lima,13,Normal,219.5,0,4.0
T511340,Consulta de saldo,v2,Lima,7,Normal,50.7,0,4.0
T511341,Recarga celular,v2,Trujillo,10,Pico,124.5,0,4.0
T511342,Recarga celular,v1,Arequipa,15,Normal,138.4,0,5.0
T511343,Consulta de saldo,v1,Lima,10,Pico,101.2,0,5.0
T511344,Pago QR,v1,Lima,20,Pico,237.3,0,4.0
T511345,Transferencia,v1,Trujillo,6,Normal,565.2,0,4.0
T511346,Consulta de saldo,v1,Arequipa,0,Normal,107.3,0,5.0
T511347,Transferencia,v1,Trujillo,5,Normal,392.9,0,3.0
T511348,Recarga celular,v2,Arequipa,20,Pico,197.4,0,5.0
T511349,Recarga celular,v1,Lima,13,Normal,127.9,0,5.0
T511350,Pago de servicios,v1,Lima,20,Pico,397.5,0,3.0
T511351,Recarga celular,v2,Trujillo,4,Normal,273.8,0,2.0
T511352,Pago QR,v2,Trujillo,23,Normal,176.6,0,
T511353,Pago QR,v1,Lima,23,Normal,230.8,0,4.0
T511354,Pago QR,v2,Lima,4,Normal,162.4,0,5.0
T511355,Recarga celular,v2,Trujillo,4,Normal,164.2,0,4.0
T511356,Pago QR,v2,Lima,0,Normal,434.1,0,3.0
T511357,Consulta de saldo,v1,Trujillo,7,Normal,45.8,0,4.0
T511358,Pago de servicios,v2,Trujillo,10,Pico,333.1,0,4.0
T511359,Pago QR,v1,Trujillo,20,Pico,225.1,0,5.0
T511360,Transferencia,v1,Lima,18,Pico,390.1,1,
T511361,Transferencia,v2,Arequipa,8,Pico,358.8,0,4.0
T511362,Recarga celular,v2,Trujillo,10,Pico,157.5,0,4.0
T511363,Transferencia,v2,Trujillo,22,Normal,323.2,0,4.0
T511364,Recarga celular,v2,Lima,18,Pico,96.1,0,5.0
T511365,Transferencia,v2,Lima,21,Pico,410.9,0,5.0
T511366,Pago QR,v2,Lima,15,Normal,237.0,0,3.0
T511367,Recarga celular,v2,Lima,2,Normal,275.6,0,5.0
T511368,Consulta de saldo,v1,Lima,21,Pico,176.4,0,4.0
T511369,Transferencia,v1,Lima,0,Normal,201.8,0,5.0
T511370,Consulta de saldo,v2,Lima,12,Normal,114.8,0,4.0
T511371,Transferencia,v1,Trujillo,6,Normal,579.6,0,4.0
T511372,Transferencia,v2,Arequipa,16,Normal,352.4,0,5.0
T511373,Pago de servicios,v1,Arequipa,14,Normal,324.0,0,3.0
T511374,Consulta de saldo,v1,Lima,6,Normal,109.3,0,4.0
T511375,Consulta de saldo,v1,Arequipa,11,Normal,102.3,0,4.0
T511376,Pago QR,v2,Lima,8,Pico,209.2,0,5.0
T511377,Consulta de saldo,v2,Lima,18,Pico,83.9,0,4.0
T511378,Pago de servicios,v1,Arequipa,8,Pico,467.5,0,3.0
T511379,Pago QR,v1,Arequipa,19,Pico,353.4,0,5.0
T511380,Transferencia,v2,Arequipa,21,Pico,261.7,0,5.0
T511381,Pago de servicios,v1,Trujillo,8,Pico,608.1,0,3.0
T511382,Pago de servicios,v2,Lima,5,Normal,257.7,0,4.0
T511383,Consulta de saldo,v2,Lima,3,Normal,64.7,0,4.0
T511384,Recarga celular,v1,Lima,7,Normal,179.6,0,4.0
T511385,Transferencia,v2,Trujillo,7,Normal,132.1,0,4.0
T511386,Transferencia,v2,Lima,18,Pico,349.2,0,2.0
T511387,Pago de servicios,v1,Lima,5,Normal,439.1,0,5.0
T511388,Transferencia,v1,Lima,3,Normal,496.5,0,4.0
T511389,Pago de servicios,v2,Trujillo,10,Pico,557.4,0,4.0
T511390,Recarga celular,v1,Lima,20,Pico,129.3,0,5.0
T511391,Transferencia,v1,Lima,17,Normal,158.2,0,4.0
T511392,Consulta de saldo,v1,Lima,23,Normal,193.4,0,4.0
T511393,Pago QR,v2,Arequipa,10,Pico,259.3,0,5.0
T511394,Consulta de saldo,v1,Lima,21,Pico,164.6,0,5.0
T511395,Pago QR,v2,Arequipa,16,Normal,129.5,0,4.0
T511396,Transferencia,v2,Lima,0,Normal,263.4,0,5.0
T511397,Transferencia,v1,Lima,16,Normal,119.2,0,4.0
T511398,Consulta de saldo,v2,Arequipa,15,Normal,124.2,0,4.0
T511399,Transferencia,v2,Lima,4,Normal,150.2,0,5.0
T511400,Pago QR,v1,Lima,9,Pico,301.3,0,4.0
T511401,Pago QR,v1,Lima,13,Normal,266.5,0,4.0
T511402,Pago de servicios,v2,Lima,20,Pico,344.4,0,4.0
T511403,Transferencia,v1,Trujillo,15,Normal,273.4,0,4.0
T511404,Pago QR,v1,Arequipa,4,Normal,236.2,0,4.0
T511405,Consulta de saldo,v1,Lima,7,Normal,76.9,0,4.0
T511406,Transferencia,v2,Trujillo,1,Normal,225.3,0,5.0
T511407,Consulta de saldo,v2,Lima,3,Normal,36.3,0,4.0
T511408,Recarga celular,v1,Arequipa,20,Pico,153.1,0,5.0
T511409,Pago QR,v2,Lima,12,Normal,150.6,0,4.0
T511410,Transferencia,v1,Lima,2,Normal,222.5,0,4.0
T511411,Recarga celular,v2,Lima,23,Normal,164.0,0,4.0
T511412,Transferencia,v2,Lima,17,Normal,394.3,0,4.0
T511413,Transferencia,v2,Lima,12,Normal,492.2,0,3.0
T511414,Consulta de saldo,v2,Trujillo,14,Normal,84.7,0,4.0
T511415,Pago QR,v2,Lima,10,Pico,180.8,0,5.0
T511416,Consulta de saldo,v2,Trujillo,22,Normal,88.2,0,4.0
T511417,Consulta de saldo,v2,Arequipa,18,Pico,181.8,0,5.0
T511418,Consulta de saldo,v2,Lima,9,Pico,145.4,0,4.0
T511419,Transferencia,v2,Arequipa,14,Normal,181.6,0,4.0
T511420,Consulta de saldo,v1,Arequipa,2,Normal,94.8,0,4.0
T511421,Recarga celular,v2,Arequipa,17,Normal,90.1,0,5.0
T511422,Transferencia,v1,Lima,17,Normal,403.3,0,4.0
T511423,Recarga celular,v1,Lima,2,Normal,354.8,0,5.0
T511424,Pago QR,v1,Lima,7,Normal,185.2,0,4.0
T511425,Pago QR,v1,Arequipa,19,Pico,437.2,0,5.0
T511426,Pago de servicios,v2,Lima,20,Pico,192.4,0,3.0
T511427,Recarga celular,v1,Lima,2,Normal,110.6,0,4.0
T511428,Pago QR,v1,Lima,6,Normal,188.0,0,4.0
T511429,Pago QR,v1,Arequipa,23,Normal,95.8,0,5.0
T511430,Pago QR,v2,Lima,10,Pico,325.7,0,4.0
T511431,Pago QR,v1,Arequipa,14,Normal,150.9,0,4.0
T511432,Pago de servicios,v2,Lima,17,Normal,120.7,0,4.0
T511433,Transferencia,v1,Arequipa,4,Normal,228.5,0,5.0
T511434,Pago QR,v2,Trujillo,20,Pico,448.2,0,4.0
T511435,Pago QR,v1,Lima,21,Pico,266.1,0,4.0
T511436,Pago QR,v1,Lima,5,Normal,82.3,0,5.0
T511437,Pago QR,v2,Trujillo,2,Normal,167.2,0,4.0
T511438,Consulta de saldo,v1,Lima,14,Normal,127.8,0,4.0
T511439,Pago de servicios,v2,Arequipa,5,Normal,365.4,0,5.0
T511440,Pago QR,v2,Lima,16,Normal,75.2,0,5.0
T511441,Pago de servicios,v1,Lima,5,Normal,393.3,0,5.0
T511442,Transferencia,v1,Arequipa,6,Normal,183.6,0,5.0
T511443,Pago QR,v1,Lima,3,Normal,266.4,0,4.0
T511444,Pago de servicios,v2,Lima,8,Pico,589.6,0,4.0
T511445,Recarga celular,v1,Lima,4,Normal,278.0,0,5.0
T511446,Pago QR,v2,Lima,10,Pico,234.2,0,3.0
T511447,Recarga celular,v2,Trujillo,7,Normal,113.7,0,4.0
T511448,Pago de servicios,v2,Lima,15,Normal,295.0,0,3.0
T511449,Consulta de saldo,v1,Lima,1,Normal,121.5,0,5.0
T511450,Pago de servicios,v1,Lima,0,Normal,557.4,0,4.0
T511451,Pago QR,v2,Lima,9,Pico,218.9,0,4.0
T511452,Consulta de saldo,v2,Lima,0,Normal,99.0,0,4.0
T511453,Consulta de saldo,v2,Lima,12,Normal,129.9,0,4.0
T511454,Pago QR,v2,Arequipa,13,Normal,210.0,0,5.0
T511455,Consulta de saldo,v1,Lima,20,Pico,75.2,0,4.0
T511456,Consulta de saldo,v1,Lima,13,Normal,100.2,0,5.0
T511457,Transferencia,v1,Lima,0,Normal,216.4,0,4.0
T511458,Transferencia,v1,Arequipa,12,Normal,410.4,0,5.0
T511459,Transferencia,v1,Lima,2,Normal,180.8,0,5.0
T511460,Transferencia,v2,Trujillo,7,Normal,404.7,0,4.0
T511461,Pago QR,v1,Lima,5,Normal,266.7,0,5.0
T511462,Consulta de saldo,v1,Arequipa,12,Normal,112.0,0,4.0
T511463,Pago QR,v1,Arequipa,21,Pico,210.4,0,4.0
T511464,Recarga celular,v1,Lima,18,Pico,252.1,0,5.0
T511465,Pago QR,v2,Trujillo,12,Normal,120.6,0,5.0
T511466,Consulta de saldo,v1,Lima,8,Pico,147.7,0,5.0
T511467,Pago de servicios,v2,Trujillo,9,Pico,177.7,0,5.0
T511468,Transferencia,v2,Arequipa,10,Pico,1114.1,0,1.0
T511469,Pago QR,v1,Trujillo,12,Normal,340.2,0,3.0
T511470,Consulta de saldo,v2,Lima,18,Pico,141.6,0,4.0
T511471,Consulta de saldo,v1,Trujillo,3,Normal,74.0,0,5.0
T511472,Consulta de saldo,v1,Lima,20,Pico,106.0,0,5.0
T511473,Transferencia,v2,Lima,20,Pico,416.3,0,4.0
T511474,Pago de servicios,v1,Lima,21,Pico,585.1,0,3.0
T511475,Transferencia,v2,Lima,17,Normal,386.6,0,4.0
T511476,Pago de servicios,v1,Lima,5,Normal,547.9,0,4.0
T511477,Transferencia,v1,Arequipa,15,Normal,106.7,0,3.0
T511478,Recarga celular,v2,Arequipa,8,Pico,164.0,0,5.0
T511479,Transferencia,v1,Lima,22,Normal,648.1,0,3.0
T511480,Pago de servicios,v2,Trujillo,19,Pico,386.6,0,4.0
T511481,Pago de servicios,v1,Trujillo,10,Pico,284.7,0,5.0
T511482,Pago de servicios,v2,Arequipa,21,Pico,274.1,0,4.0
T511483,Transferencia,v1,Trujillo,16,Normal,223.8,0,4.0
T511484,Pago QR,v2,Lima,8,Pico,285.9,0,3.0
T511485,Transferencia,v1,Lima,16,Normal,217.7,0,4.0
T511486,Pago de servicios,v1,Lima,13,Normal,359.1,0,3.0
T511487,Consulta de saldo,v1,Lima,23,Normal,150.4,0,5.0
T511488,Pago de servicios,v1,Arequipa,17,Normal,363.3,0,3.0
T511489,Transferencia,v2,Arequipa,12,Normal,542.5,0,3.0
T511490,Consulta de saldo,v2,Trujillo,18,Pico,165.4,0,4.0
T511491,Pago QR,v1,Trujillo,12,Normal,253.2,0,4.0
T511492,Pago QR,v1,Arequipa,8,Pico,440.2,0,4.0
T511493,Pago QR,v2,Lima,22,Normal,292.3,0,3.0
T511494,Pago de servicios,v1,Lima,10,Pico,301.5,1,3.0
T511495,Pago QR,v2,Trujillo,0,Normal,166.1,0,4.0
T511496,Pago QR,v2,Lima,1,Normal,126.1,0,5.0
T511497,Transferencia,v1,Lima,11,Normal,544.6,0,3.0
T511498,Consulta de saldo,v1,Lima,19,Pico,97.5,0,5.0
T511499,Recarga celular,v2,Trujillo,23,Normal,385.6,0,5.0
T511500,Recarga celular,v1,Lima,4,Normal,194.6,0,5.0
T511501,Transferencia,v1,Arequipa,11,Normal,419.3,0,3.0
T511502,Recarga celular,v1,Lima,13,Normal,160.5,0,4.0
T511503,Transferencia,v1,Lima,2,Normal,123.3,0,4.0
T511504,Consulta de saldo,v1,Trujillo,23,Normal,132.1,0,5.0
T511505,Transferencia,v2,Trujillo,14,Normal,178.1,0,5.0
T511506,Pago de servicios,v1,Lima,7,Normal,438.3,0,3.0
T511507,Pago de servicios,v2,Lima,2,Normal,523.7,0,4.0
T511508,Pago de servicios,v1,Arequipa,23,Normal,316.9,0,5.0
T511509,Consulta de saldo,v1,Trujillo,21,Pico,73.5,0,
T511510,Recarga celular,v2,Lima,9,Pico,209.8,0,4.0
T511511,Transferencia,v2,Arequipa,12,Normal,280.2,0,4.0
T511512,Pago QR,v2,Lima,21,Pico,259.3,0,5.0
T511513,Pago QR,v2,Arequipa,5,Normal,302.1,0,5.0
T511514,Recarga celular,v2,Lima,3,Normal,202.8,0,4.0
T511515,Pago de servicios,v2,Trujillo,1,Normal,249.7,0,3.0
T511516,Pago QR,v1,Trujillo,23,Normal,266.4,0,5.0
T511517,Consulta de saldo,v2,Lima,22,Normal,85.2,0,4.0
T511518,Pago de servicios,v1,Lima,18,Pico,428.2,0,5.0
T511519,Consulta de saldo,v1,Lima,10,Pico,172.6,0,4.0
T511520,Recarga celular,v1,Trujillo,20,Pico,103.8,0,5.0
T511521,Transferencia,v1,Lima,15,Normal,2963.0,0,1.0
T511522,Consulta de saldo,v2,Lima,7,Normal,45.3,0,5.0
T511523,Recarga celular,v2,Lima,5,Normal,168.1,0,4.0
T511524,Pago de servicios,v2,Lima,18,Pico,241.9,0,4.0
T511525,Recarga celular,v1,Arequipa,14,Normal,67.4,0,4.0
T511526,Transferencia,v2,Arequipa,6,Normal,241.9,0,4.0
T511527,Consulta de saldo,v1,Arequipa,17,Normal,30.7,0,5.0
T511528,Consulta de saldo,v1,Arequipa,22,Normal,152.5,0,4.0
T511529,Transferencia,v2,Arequipa,11,Normal,454.7,0,4.0
T511530,Pago QR,v1,Trujillo,20,Pico,345.9,0,4.0
T511531,Transferencia,v1,Arequipa,0,Normal,274.7,0,4.0
T511532,Consulta de saldo,v2,Trujillo,8,Pico,207.1,0,5.0
T511533,Pago de servicios,v2,Arequipa,12,Normal,415.0,0,4.0
T511534,Pago de servicios,v2,Trujillo,6,Normal,270.1,0,5.0
T511535,Pago QR,v1,Lima,4,Normal,184.7,0,4.0
T511536,Pago QR,v2,Trujillo,5,Normal,166.1,0,3.0
T511537,Pago QR,v2,Trujillo,20,Pico,142.6,0,5.0
T511538,Pago QR,v1,Trujillo,2,Normal,354.3,0,4.0
T511539,Consulta de saldo,v2,Arequipa,23,Normal,40.9,0,4.0
T511540,Pago de servicios,v2,Lima,18,Pico,246.7,0,3.0
T511541,Transferencia,v2,Lima,13,Normal,516.2,1,2.0
T511542,Transferencia,v2,Trujillo,19,Pico,123.0,0,4.0
T511543,Consulta de saldo,v1,Arequipa,19,Pico,150.7,0,5.0
T511544,Consulta de saldo,v2,Lima,18,Pico,101.0,0,4.0
T511545,Pago QR,v2,Trujillo,18,Pico,56.4,0,5.0
T511546,Transferencia,v2,Arequipa,3,Normal,168.9,0,5.0
T511547,Consulta de saldo,v1,Lima,5,Normal,130.5,0,5.0
T511548,Transferencia,v1,Lima,21,Pico,237.8,0,4.0
T511549,Pago de servicios,v1,Arequipa,9,Pico,297.5,0,4.0
T511550,Pago QR,v2,Trujillo,16,Normal,236.9,0,3.0
T511551,Transferencia,v1,Lima,13,Normal,231.4,0,3.0
T511552,Transferencia,v2,Lima,19,Pico,317.8,0,3.0
T511553,Transferencia,v2,Lima,5,Normal,226.2,0,3.0
T511554,Pago QR,v1,Trujillo,20,Pico,706.6,0,3.0
T511555,Recarga celular,v1,Arequipa,2,Normal,328.1,0,4.0
T511556,Consulta de saldo,v1,Lima,11,Normal,108.0,0,4.0
T511557,Recarga celular,v1,Arequipa,4,Normal,195.4,0,3.0
T511558,Recarga celular,v2,Trujillo,0,Normal,126.8,0,4.0
T511559,Transferencia,v2,Trujillo,7,Normal,424.3,0,4.0
T511560,Consulta de saldo,v1,Lima,13,Normal,95.4,0,5.0
T511561,Pago QR,v2,Trujillo,22,Normal,114.4,0,4.0
T511562,Pago QR,v2,Lima,14,Normal,257.6,0,4.0
T511563,Transferencia,v1,Arequipa,9,Pico,456.2,0,5.0
T511564,Pago QR,v1,Arequipa,17,Normal,177.2,0,5.0
T511565,Pago de servicios,v2,Trujillo,2,Normal,819.6,0,2.0
T511566,Consulta de saldo,v1,Trujillo,6,Normal,119.8,0,3.0
T511567,Transferencia,v1,Lima,12,Normal,250.8,0,5.0
T511568,Transferencia,v1,Lima,14,Normal,184.9,0,3.0
T511569,Pago QR,v1,Trujillo,16,Normal,310.9,0,4.0
T511570,Pago QR,v2,Lima,9,Pico,271.5,0,5.0
T511571,Recarga celular,v2,Arequipa,18,Pico,398.7,0,4.0
T511572,Transferencia,v1,Arequipa,18,Pico,765.7,0,3.0
T511573,Pago de servicios,v1,Lima,7,Normal,290.6,0,4.0
T511574,Transferencia,v1,Arequipa,13,Normal,282.2,0,3.0
T511575,Transferencia,v2,Lima,22,Normal,335.2,0,5.0
T511576,Recarga celular,v1,Lima,4,Normal,218.6,0,4.0
T511577,Pago QR,v1,Lima,1,Normal,282.3,0,4.0
T511578,Transferencia,v1,Arequipa,1,Normal,301.0,0,3.0
T511579,Transferencia,v2,Arequipa,11,Normal,325.9,0,5.0
T511580,Transferencia,v1,Trujillo,11,Normal,542.9,0,4.0
T511581,Pago de servicios,v1,Trujillo,2,Normal,816.6,0,2.0
T511582,Pago de servicios,v1,Lima,19,Pico,330.6,0,3.0
T511583,Transferencia,v2,Arequipa,15,Normal,250.7,0,4.0
T511584,Consulta de saldo,v1,Arequipa,15,Normal,83.9,0,4.0
T511585,Consulta de saldo,v1,Lima,17,Normal,84.1,0,5.0
T511586,Pago QR,v1,Lima,6,Normal,543.0,0,3.0
T511587,Consulta de saldo,v2,Lima,14,Normal,64.6,0,5.0
T511588,Recarga celular,v1,Lima,5,Normal,151.7,0,5.0
T511589,Pago de servicios,v1,Lima,17,Normal,188.4,0,5.0
T511590,Pago QR,v2,Trujillo,20,Pico,210.9,0,5.0
T511591,Consulta de saldo,v1,Arequipa,11,Normal,185.8,0,4.0
T511592,Pago de servicios,v2,Trujillo,1,Normal,382.4,0,4.0
T511593,Pago QR,v2,Lima,13,Normal,426.7,0,4.0
T511594,Transferencia,v2,Trujillo,7,Normal,423.8,0,4.0
T511595,Transferencia,v1,Lima,4,Normal,231.8,0,4.0
T511596,Pago QR,v1,Lima,5,Normal,213.3,0,4.0
T511597,Transferencia,v1,Arequipa,5,Normal,276.4,0,5.0
T511598,Recarga celular,v2,Trujillo,6,Normal,171.7,0,4.0
T511599,Pago de servicios,v1,Arequipa,6,Normal,422.5,0,3.0
T511600,Consulta de saldo,v2,Trujillo,21,Pico,110.5,0,5.0
T511601,Recarga celular,v1,Lima,5,Normal,82.4,0,4.0
T511602,Transferencia,v1,Lima,3,Normal,77.4,0,5.0
T511603,Transferencia,v2,Lima,8,Pico,177.3,0,5.0
T511604,Transferencia,v2,Lima,8,Pico,197.6,0,5.0
T511605,Consulta de saldo,v2,Lima,8,Pico,146.1,0,4.0
T511606,Pago QR,v1,Lima,16,Normal,149.7,0,5.0
T511607,Pago QR,v2,Arequipa,14,Normal,233.2,0,4.0
T511608,Consulta de saldo,v1,Lima,10,Pico,172.5,0,4.0
T511609,Recarga celular,v1,Trujillo,12,Normal,327.7,0,4.0
T511610,Pago de servicios,v2,Arequipa,20,Pico,217.8,0,4.0
T511611,Pago QR,v2,Lima,8,Pico,468.6,0,5.0
T511612,Transferencia,v1,Lima,6,Normal,237.8,0,5.0
T511613,Pago QR,v2,Arequipa,16,Normal,88.2,0,5.0
T511614,Pago QR,v1,Lima,4,Normal,131.1,0,4.0
T511615,Consulta de saldo,v2,Lima,9,Pico,202.4,0,4.0
T511616,Consulta de saldo,v2,Lima,19,Pico,120.3,0,4.0
T511617,Pago QR,v2,Arequipa,14,Normal,238.5,0,4.0
T511618,Consulta de saldo,v1,Lima,12,Normal,234.8,0,5.0
T511619,Recarga celular,v2,Lima,0,Normal,104.6,0,5.0
T511620,Recarga celular,v1,Arequipa,7,Normal,97.2,0,4.0
T511621,Pago QR,v2,Lima,19,Pico,295.3,0,4.0
T511622,Pago de servicios,v1,Lima,7,Normal,303.8,0,5.0
T511623,Transferencia,v2,Lima,0,Normal,160.4,0,4.0
T511624,Recarga celular,v1,Lima,6,Normal,231.2,0,4.0
T511625,Pago de servicios,v1,Lima,9,Pico,511.5,0,4.0
T511626,Transferencia,v2,Trujillo,8,Pico,245.2,0,5.0
T511627,Consulta de saldo,v2,Arequipa,8,Pico,138.0,0,5.0
T511628,Transferencia,v2,Lima,16,Normal,437.1,0,4.0
T511629,Pago QR,v2,Trujillo,18,Pico,405.4,0,3.0
T511630,Recarga celular,v2,Trujillo,11,Normal,307.2,0,5.0
T511631,Recarga celular,v1,Trujillo,10,Pico,264.3,0,4.0
T511632,Pago de servicios,v2,Arequipa,12,Normal,769.1,0,4.0
T511633,Recarga celular,v2,Arequipa,3,Normal,138.9,0,4.0
T511634,Transferencia,v2,Lima,6,Normal,426.0,0,4.0
T511635,Recarga celular,v2,Lima,13,Normal,134.8,0,4.0
T511636,Recarga celular,v2,Trujillo,19,Pico,337.3,0,4.0
T511637,Pago QR,v1,Trujillo,17,Normal,114.3,0,5.0
T511638,Recarga celular,v1,Arequipa,5,Normal,203.4,0,5.0
T511639,Consulta de saldo,v2,Lima,9,Pico,92.8,0,5.0
T511640,Pago QR,v2,Lima,1,Normal,252.5,0,5.0
T511641,Recarga celular,v2,Trujillo,20,Pico,73.9,0,4.0
T511642,Pago QR,v1,Arequipa,3,Normal,175.9,0,5.0
T511643,Pago QR,v1,Lima,5,Normal,63.5,0,5.0
T511644,Recarga celular,v2,Lima,21,Pico,289.1,0,4.0
T511645,Transferencia,v2,Lima,8,Pico,326.4,0,5.0
T511646,Transferencia,v1,Trujillo,11,Normal,190.8,0,5.0
T511647,Pago QR,v1,Arequipa,20,Pico,365.5,0,5.0
T511648,Pago de servicios,v1,Trujillo,21,Pico,465.8,0,3.0
T511649,Pago QR,v2,Arequipa,22,Normal,81.5,0,5.0
T511650,Pago QR,v1,Lima,11,Normal,334.2,0,4.0
T511651,Transferencia,v2,Trujillo,9,Pico,325.3,0,5.0
T511652,Consulta de saldo,v1,Trujillo,7,Normal,56.7,0,4.0
T511653,Transferencia,v2,Lima,3,Normal,331.2,0,3.0
T511654,Recarga celular,v2,Lima,5,Normal,230.4,0,4.0
T511655,Consulta de saldo,v2,Lima,23,Normal,135.4,0,5.0
T511656,Pago QR,v1,Lima,15,Normal,140.5,0,5.0
T511657,Pago QR,v1,Lima,0,Normal,185.4,0,5.0
T511658,Consulta de saldo,v1,Trujillo,19,Pico,137.6,0,4.0
T511659,Recarga celular,v2,Arequipa,8,Pico,96.6,0,5.0
T511660,Pago de servicios,v1,Arequipa,0,Normal,351.7,0,5.0
T511661,Recarga celular,v1,Lima,16,Normal,265.8,0,4.0
T511662,Transferencia,v2,Arequipa,1,Normal,250.8,0,3.0
T511663,Pago QR,v2,Lima,14,Normal,153.2,0,4.0
T511664,Consulta de saldo,v2,Lima,14,Normal,93.0,0,3.0
T511665,Transferencia,v1,Trujillo,5,Normal,397.5,0,3.0
